Data,Histórico,Valor,Tipo
2022-02-11,Sinvaldo NF. 278 instalação de guarda corpo na rampa de acesso.,890.4,FUNDO DE RESERVA
2022-02-12,M&M NF. 36441 manut. elevadores 01/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-02-14,Dra.Luciana assessoria juridica ref. 01/2022.,1324.0,CONTA ORDINÁRIA
2022-02-14,7_Lift NF. 747 parc. 02/04 alavanca para trinco.,295.0,MANUTENÇÃO E LIMPEZA
2022-02-15,Net conta 01/2022.,145.89,TARIFAS PÚBLICAS
2022-02-15,7_Lift NF. 741 parc. 02/05 aferição do limitador de velocidade e troca de óleo.,1800.0,MANUTENÇÃO E LIMPEZA
2022-02-15,CBE NF. 189984 manut. bombas 01/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-02-15,MCA NF. 41516 materiais de limpeza.,684.83,MANUTENÇÃO E LIMPEZA
2022-02-15,Sinvaldo NF. 269 parc. 02/02 limpeza e manutenção encanamento lado Aristéia G1 lado elevador.,990.4,FUNDO DE RESERVA
2022-02-16,Bloqueio Judicial processo trabalhista: 002915-8720125020012 reclamante Reinaldo da Silva.,30000.0,CONTA ORDINÁRIA
2022-02-18,Dra Luciana honorários pago pelo apto. 72 Bloco Aristheia ref. cota 10/2021.,74.35,CONTA ORDINÁRIA
2022-02-18,Dra Luciana honorários pago pelo apto. 111 Bloco Aristheia ref. cota 12/2021.,62.1,CONTA ORDINÁRIA
2022-02-18,Darf Previdenciário da NF.1700 serv. prestados Mundial 01/2022.,2523.89,CONTA ORDINÁRIA
2022-02-18,Cofins/Pis/Csll da NF.1700 serv. prestados Mundial 01/2022.,2133.84,CONTA ORDINÁRIA
2022-02-18,Cofins/Pis/Csll da NF. 189984 serv. prestados CBE 01/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-02-20,Condominium Prime NF. 6308 materiais para manutenção do condominio.,55.1,MANUTENÇÃO E LIMPEZA
2022-02-22,"Sinvaldo NF. 279 troca parte do fio e troca sensor, colocação de franja na caixa de água com substituição do encanamento e recolocação da bóia.",500.0,FUNDO DE RESERVA
2022-02-23,Encadernação NF.31438 e cópias 01/2022.,74.25,CONTA ORDINÁRIA
2022-02-23,Condominium NF. 6310 interfone.,99.76,MANUTENÇÃO E LIMPEZA
2022-02-23,Mercado Pago - controles remotos.,750.0,MANUTENÇÃO E LIMPEZA
2022-02-25,Sabesp conta 01/2022.,7285.85,TARIFAS PÚBLICAS
2022-02-25,Condominium NF.54679 manut. equipamentos eletrônicos 01/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-02-25,Sinvaldo NF. 272 parc. 02/02 substituição do cano da prumada de esgoto.,1090.4,FUNDO DE RESERVA
2022-02-28,Tarifa Custa de Cobrança 02/2022.,338.0,CONTA ORDINÁRIA
2022-02-28,MC NF. 844 parc. 01/03 materiais para manutenção do condominio.,2612.67,FUNDO DE OBRAS
2022-02-28,Imposto de Renda 02/2022 ( C/P 88851-9 ),1.65,FUNDO DE RESERVA
2022-02-28,Imposto de Renda 02/2022 ( CDB-DI ),37.55,FUNDO DE RESERVA
2022-02-28,Imposto de Renda 02/2022 ( C/P 88853-5 ),5.14,ALUGUEL COBERTURA
2022-03-02,Enel nº.instalação 0057749698 zelador conta 02/2022.,51.37,TARIFAS PÚBLICAS
2022-03-02,Enel nº.instalação 0057749680 conta 02/2022.,3570.35,TARIFAS PÚBLICAS
2022-03-03,Danilo NF. 009 aplicação de pelicula de redução de calor no vidro.,500.0,MANUTENÇÃO E LIMPEZA
2022-03-04,Remuneração Sindico 02/2022.,1163.55,CONTA ORDINÁRIA
2022-03-04,Tarifa Conta Certa 03/2022.,87.73,CONTA ORDINÁRIA
2022-03-04,Tarifa Conta Certa Exced 03/2022.,36.05,CONTA ORDINÁRIA
2022-03-04,JD_Paisagismo NF. 203 manutenção jardim 02/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-03-05,Honorários serv. prestados pela Campos 02/2022 NF.4746.,1939.2,CONTA ORDINÁRIA
2022-03-05,Emissão boletos 02/2022.,73.2,CONTA ORDINÁRIA
2022-03-08,Adailson serv. prestados 02/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-03-09,Dra.Luciana assessoria juridica ref. 02/2022.,1324.0,CONTA ORDINÁRIA
2022-03-10,Hidrotec NF. 8904 leitura da água 02/2022.,553.5,CONTA ORDINÁRIA
2022-03-10,Mundial NF. 1707 serv. prestados 02/2022.,40610.9,CONTA ORDINÁRIA
2022-03-10,ISS da NF.1707 serv. prestados Mundial 02/2022.,924.55,CONTA ORDINÁRIA
2022-03-12,M&M NF. 36563 manut. elevadores 02/2022.,1146.41,MANUTENÇÃO E LIMPEZA
2022-03-14,7_Lift NF. 747 parc. 03/04 alavanca para trinco.,295.0,MANUTENÇÃO E LIMPEZA
2022-03-15,Encadernação NF.31502 e cópias 02/2022.,407.6,CONTA ORDINÁRIA
2022-03-15,Correio 02/2022.,52.8,CONTA ORDINÁRIA
2022-03-15,Net conta 02/2022.,145.89,TARIFAS PÚBLICAS
2022-03-15,7_Lift NF. 741 parc. 03/05 aferição do limitador de velocidade e troca de óleo.,1800.0,MANUTENÇÃO E LIMPEZA
2022-03-15,CBE NF. 193202 manut. bombas 02/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-03-16,CBE NF. 11628 parc. 01/02 chave e contatores.,317.5,MANUTENÇÃO E LIMPEZA
2022-03-16,CBE NF. 195005 parc. 01/05 substituição das linhas de automático superior e alarme de extra vazão e nível baixo até o painel de comando.,715.29,MANUTENÇÃO E LIMPEZA
2022-03-16,CBE NF. 195227 parc. 01/02 substituição de 02 contatores e chaves comutadoras no painel de comando das bombas de água limpa.,68.33,MANUTENÇÃO E LIMPEZA
2022-03-16,MCA NF. 4617 materiais de limpeza.,758.64,MANUTENÇÃO E LIMPEZA
2022-03-18,Darf Previdenciário da NF.1707 serv. prestados Mundial 02/2022.,2542.52,CONTA ORDINÁRIA
2022-03-18,Cofins/Pis/Csll da NF.1707 serv. prestados Mundial 02/2022.,2149.58,CONTA ORDINÁRIA
2022-03-18,Cofins/Pis/Csll da NF. 36563 serv. prestados M&M 02/2022.,55.91,MANUTENÇÃO E LIMPEZA
2022-03-18,Cofins/Pis/Csll da NF. 193202 serv. prestados CBE 02/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-03-18,Cofins/Pis/Csll da NFs. 195005 e 195277 serv. prestados CBE 02/2022.,204.69,MANUTENÇÃO E LIMPEZA
2022-03-18,INSS da NF. 195005 serviços prestados CBE 02/2022.,466.4,MANUTENÇÃO E LIMPEZA
2022-03-18,INSS da NF. 195227 serviços prestados CBE 02/2022.,17.82,MANUTENÇÃO E LIMPEZA
2022-03-18,BCJ NF. 537 (Entrada) adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,10000.0,FUNDO DE RESERVA
2022-03-23,Sinvaldo NF. 280 colocação de 03 caixas de correio e bóia na caixa de água.,660.4,MANUTENÇÃO E LIMPEZA
2022-03-25,Sabesp conta 02/2022.,6965.69,TARIFAS PÚBLICAS
2022-03-25,Condominium NF. 55032 manutenção equipamentos eletrônicos 02/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-03-25,Condominium NF. 6620 câmera dome.,174.0,MANUTENÇÃO E LIMPEZA
2022-03-28,Enel nº.instalação 0057749680 conta 03/2022.,5499.01,TARIFAS PÚBLICAS
2022-03-28,Enel nº.instalação 0057749698 zelador conta 03/2022.,49.79,TARIFAS PÚBLICAS
2022-03-28,Extra NF.335996 celular para portaria.,749.0,MANUTENÇÃO E LIMPEZA
2022-03-30,MC NF. 869 lâmpadas led e cadeado.,129.0,MANUTENÇÃO E LIMPEZA
2022-03-30,MC NF. 844 parc. 02/03 materiais para manutenção do condominio.,2612.67,FUNDO DE RESERVA
2022-03-31,Tarifa Custa de Cobrança 03/2022.,373.55,CONTA ORDINÁRIA
2022-03-31,Imposto de Renda 03/2022 ( C/P 88851-9 ),0.94,FUNDO DE RESERVA
2022-03-31,Imposto de Renda 03/2022 ( CDB-DI ),72.78,FUNDO DE RESERVA
2022-03-31,Imposto de Renda 03/2022 ( C/P 88853-5 ),4.36,ALUGUEL COBERTURA
2022-04-04,Remuneração Sindico 03/2022.,1163.55,CONTA ORDINÁRIA
2022-04-04,Tarifa Conta Certa 04/2022.,87.73,CONTA ORDINÁRIA
2022-04-04,Tarifa Conta Certa Exced 04/2022.,9.58,CONTA ORDINÁRIA
2022-04-04,JD_Paisagismo NF. 215 manutenção jardim 03/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-04-05,Honorários serv. prestados pela Campos 03/2022 NF.4783.,1939.2,CONTA ORDINÁRIA
2022-04-05,Emissão boletos 03/2022.,73.2,CONTA ORDINÁRIA
2022-04-05,Adailson serv. prestados 03/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-04-06,MCA NF. 4672 lixeiras.,370.0,MANUTENÇÃO E LIMPEZA
2022-04-07,Disc NF. 2767 materiais para manutenção do condominio.,373.0,MANUTENÇÃO E LIMPEZA
2022-04-08,Dra.Luciana parc. 07/23 honorários pago pelo Apto. 32 Bloco Nelly.,500.0,CONTA ORDINÁRIA
2022-04-08,Dra.Luciana assessoria juridica ref. 03/2022.,1324.0,CONTA ORDINÁRIA
2022-04-10,Hidrotec NF. 9146 leitura da água 03/2022.,553.5,CONTA ORDINÁRIA
2022-04-10,Mundial NF. 1714 serv. prestados 03/2022.,40640.81,CONTA ORDINÁRIA
2022-04-11,ISS da NF.1714 serv. prestados Mundial 03/2022.,925.23,CONTA ORDINÁRIA
2022-04-12,M&M NF. 36781 manut. elevadores 03/2022.,1146.41,MANUTENÇÃO E LIMPEZA
2022-04-13,Leandro NF. 020 solda portão de correr da entrada.,150.0,MANUTENÇÃO E LIMPEZA
2022-04-14,7_Lift NF. 747 parc. 04/04 alavanca para trinco.,295.0,MANUTENÇÃO E LIMPEZA
2022-04-14,MCA NF. 4702 materiais de limpeza.,1094.77,MANUTENÇÃO E LIMPEZA
2022-04-15,7_Lift NF. 741 parc. 04/05 aferição do limitador de velocidade e troca de óleo.,1800.0,MANUTENÇÃO E LIMPEZA
2022-04-15,CBE NF. 11628 parc. 02/02 chave e contatores.,317.5,MANUTENÇÃO E LIMPEZA
2022-04-15,CBE NF. 195005 parc. 02/05 substituição das linhas de automático superior e alarme de extra vazão e nível baixo ate o painel de comando.,715.29,MANUTENÇÃO E LIMPEZA
2022-04-15,CBE NF. 195227 parc. 02/02 substituição de 02 contatores e chaves comutadoras no painel de comando das bombas de água limpa.,68.32,MANUTENÇÃO E LIMPEZA
2022-04-15,CBE NF. 195798 manut. bombas 03/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-04-18,Net conta 03/2022.,148.45,TARIFAS PÚBLICAS
2022-04-20,Darf Previdenciário da NF.1714 serv. prestados Mundial 03/2022.,2544.39,CONTA ORDINÁRIA
2022-04-20,Cofins/Pis/Csll da NF. 1714 serv. prestados Mundial 03/2022.,2151.16,CONTA ORDINÁRIA
2022-04-20,Cofins/Pis/Csll da NF. 195798 serv. prestados CBE 03/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-04-20,BCJ NF. 553 parc. 01/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-04-25,Sabesp conta 03/2022.,7285.85,TARIFAS PÚBLICAS
2022-04-25,Condominium NF. 55447 manutenção equipamentos eletrônicos 03/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-04-26,Dra.Luciana honorários pago pelo Apto. 034 Bloco Nelly ref. cota 11/2021.,60.13,CONTA ORDINÁRIA
2022-04-26,Dra.Luciana honorários pago pelo Apto. 044 Bloco Aristheia ref. cota 03/2022.,69.08,CONTA ORDINÁRIA
2022-04-26,Dra.Luciana honorários pago pelo Apto. 094 Bloco Nelly ref. cota 12/2021.,92.31,CONTA ORDINÁRIA
2022-04-27,CBE NF. 12368 parc. 01/04 materiais para melhoria no quadro de comando das bombas de água limpa com implementação de reversão automatica com desarme de rele.,712.5,MANUTENÇÃO E LIMPEZA
2022-04-28,Enel nº.instalação 0057749698 zelador conta 04/2022.,49.82,TARIFAS PÚBLICAS
2022-04-28,Enel nº.instalação 0057749680 conta 04/2022.,6350.13,TARIFAS PÚBLICAS
2022-04-29,MC NF. 844 parc. 03/03 materiais para manutenção do condominio.,2612.66,FUNDO DE OBRAS
2022-04-30,Encadernação NF.31727 e cópias 03/2022.,101.75,CONTA ORDINÁRIA
2022-04-30,Tarifa Custa de Cobrança 04/2022.,335.3,CONTA ORDINÁRIA
2022-04-30,Economix copo descartável e outros.,18.4,MANUTENÇÃO E LIMPEZA
2022-04-30,Imposto de Renda 04/2022 ( C/P 88851-9 ),0.88,FUNDO DE RESERVA
2022-04-30,Imposto de Renda 04/2022 ( CDB-DI ),16.2,FUNDO DE RESERVA
2022-04-30,Imposto de Renda 04/2022 ( C/P 88853-5 ),5.38,ALUGUEL COBERTURA
2022-05-31,Tarifa Custa de Cobrança 05/2022.,384.55,CONTA ORDINÁRIA
2022-05-31,Taxa anual elevadores ano 2022 chapas 194748 / 194749 / 194751 / 194753.,781.52,MANUTENÇÃO E LIMPEZA
2022-05-31,Imposto de Renda 05/2022 ( C/P 88851-9 ),1.06,FUNDO DE RESERVA
2022-05-31,Imposto de Renda 05/2022 ( CDB-DI ),51.38,FUNDO DE RESERVA
2022-05-31,Imposto de Renda 05/2022 ( C/P 88853-5 ),5.29,ALUGUEL COBERTURA
2022-06-01,Allianz parc. 01/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-06-02,Tarifa Conta Certa 06/2022.,87.73,CONTA ORDINÁRIA
2022-06-02,Tarifa Conta Certa Exced 06/2022.,12.78,CONTA ORDINÁRIA
2022-06-02,"Empsan NF. 1541 parc. 01/02 limpeza reservatórios, desinsetização e desratização.",468.0,MANUTENÇÃO E LIMPEZA
2022-06-03,Adailson serv. prestados 05/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-06-04,Remuneração Sindico 05/2022.,1284.0,CONTA ORDINÁRIA
2022-06-04,JD_Paisagismo NF. 253 manutenção jardim 05/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-06-05,Honorários serv. prestados pela Campos 05/2022 NF.4864.,1939.2,CONTA ORDINÁRIA
2022-06-05,Emissão boletos 05/2022.,73.2,CONTA ORDINÁRIA
2022-06-06,Sinvaldo NF. 282 parc. 01/02 troca cano de ferro que lava água da casa de máquinas até a caixa de água no 15 andar.,1490.4,MANUTENÇÃO E LIMPEZA
2022-06-07,Dra.Luciana assessoria juridica ref. 05/2022.,1324.0,CONTA ORDINÁRIA
2022-06-09,MCA NF. 4868 materiais de limpeza.,1038.8,MANUTENÇÃO E LIMPEZA
2022-06-10,Hidrotec NF. 9618 leitura da água 05/2022.,553.5,CONTA ORDINÁRIA
2022-06-10,Mundial NF. 1728 serv. prestados 05/2022.,40457.72,CONTA ORDINÁRIA
2022-06-10,ISS da NF. 1728 serv. prestados Mundial 05/2022.,921.06,CONTA ORDINÁRIA
2022-06-10,7_Lift NF. 850 parc. 01/05 reparo no freio do elevador.,540.0,MANUTENÇÃO E LIMPEZA
2022-06-12,M&M NF. 36957 manut. elevadores 05/2022.,1146.41,MANUTENÇÃO E LIMPEZA
2022-06-13,"7_Lift NF. 939 parc. 02/05 ventilador, corrediça, cabinho para porta e display para o elevador.",640.0,MANUTENÇÃO E LIMPEZA
2022-06-14,CBE NF. 195005 parc. 04/05 substituição das linhas de automático superior e alarme de extra vazão e nível baixo ate o painel de comando.,715.29,MANUTENÇÃO E LIMPEZA
2022-06-15,Encadernação NF.32255 e cópias 05/2022.,91.25,CONTA ORDINÁRIA
2022-06-15,Condução ida e volta cartório registro da ata A.G.O 11/02/2022.,8.8,CONTA ORDINÁRIA
2022-06-15,Kalunga CF.262360 livro de atas.,13.3,CONTA ORDINÁRIA
2022-06-15,Net conta 05/2022.,150.43,TARIFAS PÚBLICAS
2022-06-15,CBE NF. 204707 manut. bombas 05/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-06-17,BCJ NF. 580 parc. 03/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-06-20,Cofins/Pis/Csll da NF. 1728 serv. prestados Mundial 05/2022.,2141.47,CONTA ORDINÁRIA
2022-06-20,Darf Previdenciário da NF. 1728 serv. prestados Mundial 05/2022.,2532.93,CONTA ORDINÁRIA
2022-06-20,Darf Previdenciário da NF. 1541 serviços prestados Empsan 05/2022.,132.0,MANUTENÇÃO E LIMPEZA
2022-06-20,Cofins/Pis/Csll da NF. 36957 serv. prestados M&M 05/2022.,55.91,MANUTENÇÃO E LIMPEZA
2022-06-20,Cofins/Pis/Csll da NF. 204707 serv. prestados CBE 05/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-06-20,Condominium NF. 7646 fonte.,30.0,MANUTENÇÃO E LIMPEZA
2022-06-21,Criasoft NF.2263 capa e película para celular da portaria.,60.0,CONTA ORDINÁRIA
2022-06-24,Darf Previdenciário da NF. 198887 serv. prestados CBE 04/2022.,114.09,MANUTENÇÃO E LIMPEZA
2022-06-25,Sabesp conta 05/2022.,7535.31,TARIFAS PÚBLICAS
2022-06-25,Condominium NF. 7770 cordão / cabo monofone.,144.85,MANUTENÇÃO E LIMPEZA
2022-06-25,Condominium NF. 56234 manutenção equipamentos eletrônicos 05/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-06-26,CBE NF. 12368 parc. 03/04 materiais para melhoria no quadro de comando das bombas de água limpa com implementação de reversão automatica com desarme de rele.,712.5,MANUTENÇÃO E LIMPEZA
2022-06-26,CBE NF.198887 parc. 3/4 melhora no quadro de bomba água limpa.,179.24,MANUTENÇÃO E LIMPEZA
2022-06-28,Enel nº.instalação 0057749698 zelador conta 06/2022.,32.09,TARIFAS PÚBLICAS
2022-06-28,Enel nº.instalação 0057749680 conta 06/2022.,4910.42,TARIFAS PÚBLICAS
2022-06-30,Tarifa Custa de Cobrança 06/2022.,365.45,CONTA ORDINÁRIA
2022-06-30,Imposto de Renda 06/2022 ( C/P 88851-9 ),1.04,FUNDO DE RESERVA
2022-06-30,Imposto de Renda 06/2022 ( C/P 88853-5 ),5.69,ALUGUEL COBERTURA
2022-07-01,Allianz parc. 02/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-07-04,Tarifa Conta Certa 07/2022.,87.73,CONTA ORDINÁRIA
2022-07-04,Tarifa Conta Certa Exced 07/2022.,1.75,CONTA ORDINÁRIA
2022-07-04,Remuneração Sindico 06/2022.,1284.0,CONTA ORDINÁRIA
2022-07-04,"Empsan NF. 1541 parc. 02/02 limpeza reservatórios, desinsetização e desratização.",600.0,MANUTENÇÃO E LIMPEZA
2022-07-04,Adailson serv. prestados 06/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-07-04,JD_Paisagismo NF. 268 manutenção jardim 06/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-07-04,Disc Alda NF. 2821 materiais para manutenção do condominio.,339.1,MANUTENÇÃO E LIMPEZA
2022-07-04,MC NF. 918 materiais para manutenção do condominio.,364.75,MANUTENÇÃO E LIMPEZA
2022-07-05,Honorários serv. prestados pela Campos 06/2022 NF.4904.,1939.2,CONTA ORDINÁRIA
2022-07-05,Emissão boletos 06/2022.,73.2,CONTA ORDINÁRIA
2022-07-07,Dra.Luciana assessoria juridica ref. 06/2022.,1324.0,CONTA ORDINÁRIA
2022-07-08,Sinvaldo NF. 283 desentupimento da prumada lado Nelly.,2190.4,MANUTENÇÃO E LIMPEZA
2022-07-08,Josiane CF. 650 materiais para manutenção do condominio.,95.0,MANUTENÇÃO E LIMPEZA
2022-07-09,CBE NF. 13730 parc. 01/03 materiais para reparo na motobomba água limpa.,351.67,MANUTENÇÃO E LIMPEZA
2022-07-09,CBE NF. 208537 parc. 01/03 mão de obra para reparo na motobomba água limpa.,73.1,MANUTENÇÃO E LIMPEZA
2022-07-10,Hidrotec NF. 9863 leitura da água 06/2022.,553.5,CONTA ORDINÁRIA
2022-07-10,Mundial NF. 1735 serv. prestados 06/2022.,40579.03,CONTA ORDINÁRIA
2022-07-11,ISS da NF. 1735 serv. prestados Mundial 06/2022.,923.82,CONTA ORDINÁRIA
2022-07-11,7_Lift NF. 850 parc. 02/05 reparo no freio do elevador serv.,540.0,MANUTENÇÃO E LIMPEZA
2022-07-11,MCA NF. 4966 materiais de limpeza.,747.15,MANUTENÇÃO E LIMPEZA
2022-07-12,M&M NF. 37078 manut. elevadores 06/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-07-13,"7_Lift NF. 939 parc. 03/05 ventilador, corrediça, cabinho para porta e display para o elevador.",640.0,MANUTENÇÃO E LIMPEZA
2022-07-13,Sinvaldo NF. 282 parc. 02/02 troca cano de ferro que leva água da casa de máquinas até a caixa de água no 15º andar.,1490.4,MANUTENÇÃO E LIMPEZA
2022-07-13,Kamel NF. 3842 materiais para manutenção do condominio.,197.83,MANUTENÇÃO E LIMPEZA
2022-07-13,Mercado Pago NF.14701 filtro para bebedouro.,140.7,MANUTENÇÃO E LIMPEZA
2022-07-13,BCJ NF. 597 parc. 01/05 manutenção preventiva da cabine de barramento elétrico geral dos blocos.,1500.0,FUNDO DE RESERVA
2022-07-14,"Kalunga NF. 27245 e Carrefour CF. 159347 caneta, fita, corretivo e outros para portaria.",160.87,CONTA ORDINÁRIA
2022-07-14,CBE NF. 195005 parc. 05/05 substituição das linhas de automático superior e alarme de extra vazão e nível baixo ate o painel de comando.,715.28,MANUTENÇÃO E LIMPEZA
2022-07-15,Net conta 06/2022.,150.43,TARIFAS PÚBLICAS
2022-07-15,CBE NF. 206909 manut. bombas 06/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-07-18,Dra.Luciana honorários parc. 2/2 pago pelo Apto. AR101 ref.cotas 01/2022 e 03/2022.,126.34,CONTA ORDINÁRIA
2022-07-18,Dra.Luciana honorários parc. 3/3 pago pelo Apto. AR141 ref. cotas 10/2021 e 01/2022.,167.84,CONTA ORDINÁRIA
2022-07-18,Dra.Luciana honorários parc. 2/2 pago pelo Apto. NE014 ref.cotas 03/2022 e 04/2022.,134.95,CONTA ORDINÁRIA
2022-07-18,Dra.Luciana honorários parc. 1/3 pago pelo Apto. AR154 ref. parcelamento das cotas de 01/2022 a 05/2022.,222.63,CONTA ORDINÁRIA
2022-07-18,Encadernação NF.32453 e cópias 06/2022.,168.5,CONTA ORDINÁRIA
2022-07-18,Correio 06/2022.,51.7,CONTA ORDINÁRIA
2022-07-18,7_Lift NF. 1040 contato AZ porta elevador social.,350.0,MANUTENÇÃO E LIMPEZA
2022-07-19,BCJ NF. 600 parc. 04/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-07-20,Dra.Luciana custas processuais empresa Apto. Stillus Empreiteira de Obras.,132.29,CONTA ORDINÁRIA
2022-07-20,Cofins/Pis/Csll da NF. 1735 serv. prestados Mundial 06/2022.,2147.89,CONTA ORDINÁRIA
2022-07-20,Darf Previdenciário da NF. 1735 serv. prestados Mundial 06/2022.,2540.52,CONTA ORDINÁRIA
2022-07-20,Cofins/Pis/Csll da NF. 208537 serv. prestados CBE 06/2022.,10.7,MANUTENÇÃO E LIMPEZA
2022-07-20,Cofins/Pis/Csll da NF. 206909 serv. prestados CBE 06/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-07-21,MCA NF. 4997 materiais de limpeza.,564.25,MANUTENÇÃO E LIMPEZA
2022-07-22,Dra.Luciana honorários pago pelo Apto. 72 Bloco Aristheia cotas 02/2022 a 05/2022.,417.0,CONTA ORDINÁRIA
2022-07-25,Vivo telefone portaria 07/2022.,70.98,TARIFAS PÚBLICAS
2022-07-25,Sabesp conta 06/2022.,7957.83,TARIFAS PÚBLICAS
2022-07-25,Condominium NF. 56651 manutenção equipamentos eletrônicos 06/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-07-26,CBE NF. 12368 parc. 04/04 materiais para melhoria no quadro de comando das bombas de água limpa com implementação de reversão automatica com desarme de rele.,712.5,MANUTENÇÃO E LIMPEZA
2022-07-26,CBE NF.198887 parc. 4/4 melhora no quadro de bomba água limpa.,179.25,MANUTENÇÃO E LIMPEZA
2022-07-28,Enel nº.instalação 0057749698 zelador conta 07/2022.,41.07,TARIFAS PÚBLICAS
2022-07-28,Enel nº.instalação 0057749680 conta 07/2022.,4482.89,TARIFAS PÚBLICAS
2022-07-31,Tarifa Custa de Cobrança 07/2022.,370.9,CONTA ORDINÁRIA
2022-07-31,Imposto de Renda 07/2022 ( C/P 88851-9 ),1.07,FUNDO DE RESERVA
2022-07-31,Imposto de Renda 07/2022 ( C/P 88853-5 ),6.07,ALUGUEL COBERTURA
2022-08-02,Tarifa Conta Certa 08/2022.,87.73,CONTA ORDINÁRIA
2022-08-02,Tarifa Conta Certa Exced 08/2022.,9.6,CONTA ORDINÁRIA
2022-08-02,Adailson serv. prestados 07/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-08-04,Remuneração Sindico 07/2022.,1284.0,CONTA ORDINÁRIA
2022-08-04,JD_Paisagismo NF. 292 manutenção jardim 07/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-08-05,Honorários serv. prestados pela Campos 07/2022 NF.4945.,1939.2,CONTA ORDINÁRIA
2022-08-05,Emissão boletos 07/2022.,73.2,CONTA ORDINÁRIA
2022-08-08,CBE NF. 13730 parc. 02/03 materiais para reparo na motobomba água limpa.,351.67,MANUTENÇÃO E LIMPEZA
2022-08-08,CBE NF. 208537 parc. 02/03 mão de obra para reparo na motobomba água limpa.,73.1,MANUTENÇÃO E LIMPEZA
2022-08-10,Allianz parc. 03/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-08-10,Dra.Luciana assessoria juridica ref. 07/2022.,1324.0,CONTA ORDINÁRIA
2022-08-10,Hidrotec NF. 10092 leitura da água 07/2022.,553.5,CONTA ORDINÁRIA
2022-08-10,Mundial NF. 1746 serv. prestados 07/2022.,39868.88,CONTA ORDINÁRIA
2022-08-10,ISS da NF. 1746 serv. prestados Mundial 07/2022.,907.65,CONTA ORDINÁRIA
2022-08-10,7_Lift NF. 850 parc. 03/05 reparo no freio do elevador.,540.0,MANUTENÇÃO E LIMPEZA
2022-08-10,Condominium NF. 8233 fonte.,39.0,MANUTENÇÃO E LIMPEZA
2022-08-10,BCJ NF. 616 parc. 02/05 manutenção preventiva da cabine de barramento elétrico geral dos blocos.,1500.0,FUNDO DE RESERVA
2022-08-12,"7_Lift NF. 939 parc. 04/05 ventilador, corrediça, cabinho para porta e display para o elevador.",640.0,MANUTENÇÃO E LIMPEZA
2022-08-12,M&M NF. 37203 manut. elevadores 07/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-08-15,Net conta 07/2022.,148.16,TARIFAS PÚBLICAS
2022-08-15,CBE NF. 210423 manut. bombas 07/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-08-16,Custas finais do processo do Apto. NE143.,2996.32,CONTA ORDINÁRIA
2022-08-17,MCA NF. 5071 materiais de limpeza.,1052.6,MANUTENÇÃO E LIMPEZA
2022-08-19,Cofins/Pis/Csll da NF. 1746 serv. prestados Mundial 07/2022.,2110.31,CONTA ORDINÁRIA
2022-08-19,Darf Previdenciário da NF. 1746 serv. prestados Mundial 07/2022.,2496.06,CONTA ORDINÁRIA
2022-08-19,Cofins/Pis/Csll da NF. 210423 serv. prestados CBE 07/2022.,19.99,MANUTENÇÃO E LIMPEZA
